area_type,availability,size,society,total_sqft,bath,balcony,site_location,price
Super built-up  Area,Ready To Move,7 BHK,,3000,6,3,Anandnagar,180
Plot  Area,Ready To Move,4 Bedroom,,1560,3,2,Aundh,149
Super built-up  Area,Ready To Move,3 BHK,ManceEl,1650,3,,Aundh Road,126
Super built-up  Area,Ready To Move,3 BHK,,1645,3,2,Balaji Nagar,87
Super built-up  Area,Ready To Move,3 BHK,ChionCo,1748,3,,Baner,103
Plot  Area,18-Nov,3 Bedroom,,1200,3,1,Baner road,67.77
Built-up  Area,Ready To Move,2 BHK,Rooodre,1170,2,3,Bhandarkar Road,50
Built-up  Area,Ready To Move,4 BHK,Saitya ,3420,4,2,Bhavani Peth,225
Built-up  Area,Ready To Move,3 BHK,Naepa D,1320,2,2,Bibvewadi,65
Super built-up  Area,18-Jul,3 BHK,Rosha I,1610,3,2,Bopodi,84.53
Super built-up  Area,Ready To Move,3 BHK,Bamita ,1870,3,3,Budhwar Peth,180
Super built-up  Area,Ready To Move,3 BHK,Mades G,1510,2,1,Bund Garden Road,110
Built-up  Area,Ready To Move,6 Bedroom,,2700,7,3,Camp,110
Super built-up  Area,Ready To Move,3 BHK,,1305,2,1,Chandan Nagar,45.68
Super built-up  Area,Ready To Move,3 BHK,Neisei ,1500,2,1,Dapodi,70
Super built-up  Area,Ready To Move,2 BHK,Goareir,1149,2,1,Deccan Gymkhana,130
Built-up  Area,Ready To Move,4 BHK,Bhmesy ,1948,4,2,Dehu Road,129
Plot  Area,Ready To Move,3 Bedroom,,1448,3,1,Dhankawadi,70
Super built-up  Area,Ready To Move,2 BHK,SJityaz,1242,2,1,Dhayari Phata,78
Super built-up  Area,Ready To Move,2 BHK,Skacak ,1268,2,1,Dhole Patil Road,58
Super built-up  Area,Ready To Move,2 BHK,Saoneil,1101,2,1,Erandwane,50
Super built-up  Area,Ready To Move,2 BHK,Bhmesa ,1255,2,3,Fatima Nagar,65
Super built-up  Area,Ready To Move,3 BHK,DSerste,1362,3,1,Fergusson College Road,62.63
Super built-up  Area,Ready To Move,3 BHK,Puops R,984,3,2,Ganesh Peth,140
Super built-up  Area,18-May,2 BHK,SStusan,1089,2,1,Ganeshkhind,32.67
Built-up  Area,Ready To Move,2 BHK,,800,1,3,Ghorpade Peth,95
Super built-up  Area,Ready To Move,3 BHK,Aklia R,1345,2,1,Ghorpadi,57
Plot  Area,Ready To Move,8 Bedroom,,3600,9,3,Gokhale Nagar,125
Plot  Area,Ready To Move,4 Bedroom,,1650,2,1,Gultekdi,140
Super built-up  Area,Ready To Move,2 BHK,Baowsig,950,2,1,Guruwar peth,45
Super built-up  Area,Ready To Move,2 BHK,Mantsce,1068,2,1,Hadapsar,43
Built-up  Area,Ready To Move,2 BHK,KHatsFl,860,1,2,Hadapsar Industrial Estate,31
Built-up  Area,Ready To Move,8 Bedroom,,3000,5,,Hingne Khurd,130
Super built-up  Area,Ready To Move,3 BHK,Pyikad ,1756,3,2,Jangali Maharaj Road,66.73
Super built-up  Area,Ready To Move,2 BHK,SSthamh,1205,2,1,Kalyani Nagar,41
Plot  Area,Ready To Move,8 Bedroom,,1120,8,,Karve Nagar,155
Super built-up  Area,Ready To Move,3 BHK,Bregae ,1800,3,2,Karve Road,125
Super built-up  Area,18-Jan,4 BHK,,8321,5,2,Kasba Peth,2912
Built-up  Area,Ready To Move,3 BHK,Neise P,1604,3,0,Katraj,68
Super built-up  Area,18-May,4 BHK,Jaades ,2732,4,3,Khadaki,204
Super built-up  Area,18-Dec,2 BHK,SunceEs,1015,2,2,Khadki,25.88
Super built-up  Area,Ready To Move,3 BHK,,1200,2,2,Kharadi,42
Super built-up  Area,Ready To Move,2 BHK,,1010,2,2,Kondhwa,38
Built-up  Area,Ready To Move,2 Bedroom,,1250,3,0,Kondhwa Budruk,170
Super built-up  Area,Ready To Move,2 BHK,,1010,2,1,Kondhwa Khurd,41
Super built-up  Area,Ready To Move,2 BHK,DStus S,1050,2,2,Koregaon Park,33.1
Super built-up  Area,Ready To Move,3 BHK,,1710,3,2,Kothrud,85
Super built-up  Area,19-Jan,3 BHK,PrntaEn,1248.52,3,2,Law College Road,115
Built-up  Area,Ready To Move,1 BHK,,410,1,1,Laxmi Road,10
Super built-up  Area,18-Oct,3 BHK,DSnjh S,1656,2,1,Lulla Nagar,62.93
Super built-up  Area,Ready To Move,3 BHK,Malmsri,1451,3,1,Mahatma Gandhi Road,68
Super built-up  Area,Ready To Move,6 BHK,,1200,3,0,Mangalwar peth,175
Super built-up  Area,Ready To Move,2 BHK,Maerar ,1250,2,2,Manik Bagh,93
Plot  Area,Ready To Move,3 Bedroom,Sreat R,4395,3,3,Market yard,240
Super built-up  Area,Ready To Move,4 BHK,Emceske,4600,6,2,Model colony,650
Built-up  Area,Ready To Move,3 BHK,Laiteya,1340,2,3,Mukund Nagar,42
Super built-up  Area,Ready To Move,2 BHK,SSaveik,1100,2,2,Mundhawa,38.5
Super built-up  Area,Ready To Move,4 BHK,Toindls,6000,6,,Nagar Road,700
Super built-up  Area,Ready To Move,3 BHK,Heate L,1700,3,1,Nana Peth,71
Plot  Area,Ready To Move,6 Bedroom,,1200,5,0,Narayan Peth,150
Super built-up  Area,Ready To Move,2 BHK,SViseun,1096,2,1,Narayangaon,43
Super built-up  Area,18-May,2 BHK,Sryalan,1160,2,1,Navi Peth,33.5
Built-up  Area,Ready To Move,3 BHK,,1936,3,2,Padmavati,139
Super built-up  Area,Ready To Move,3 BHK,Undge T,1269,2,2,Parvati Darshan,63
Super built-up  Area,19-Dec,3 BHK,,3500,3,1,Pashan,630
Super built-up  Area,18-May,3 BHK,Prcesvy,1586,3,1,Paud Road,125
Super built-up  Area,18-Jul,2 BHK,ProdsWe,1376,2,1,Pirangut,124
Super built-up  Area,Ready To Move,3 BHK,JRrnauv,1452,3,3,Prabhat Road,56.5
Super built-up  Area,18-Aug,3 BHK,Sosisic,1538,3,1,Pune Railway Station,107
Super built-up  Area,18-May,3 BHK,PuendWe,1427,2,1,Rasta Peth,130
Built-up  Area,Ready To Move,2 BHK,,935,2,0,Raviwar Peth,40
Built-up  Area,Ready To Move,2 BHK,Raeusiy,1220,2,3,Sadashiv Peth,65
Super built-up  Area,Ready To Move,2 BHK,Prncyrn,1197,2,1,Sahakar Nagar,77
Super built-up  Area,18-Dec,2 BHK,,674,1,1,Salunke Vihar,19.9
Built-up  Area,Ready To Move,1 BHK,,410,1,1,Sasson Road,15
Built-up  Area,18-Apr,3 BHK,Bhmesy ,1573,3,1,Satara Road,90
Super built-up  Area,Ready To Move,2 BHK,Srsami ,1135,2,2,Senapati Bapat Road,58
Built-up  Area,18-Dec,3 BHK,,1400,2,1,Shaniwar Peth,40.43
Super built-up  Area,Ready To Move,1 BHK,,1200,1,0,Shivaji Nagar,65
Plot  Area,Ready To Move,3 Bedroom,,1800,3,0,Shukrawar Peth,95
Built-up  Area,Ready To Move,3 BHK,Sohea A,2045,3,2,Sinhagad Road,108
Super built-up  Area,Ready To Move,2 BHK,Skacak ,1268,2,1,Somwar Peth,56
Super built-up  Area,Ready To Move,2 BHK,Prrtht ,883,2,1,Swargate,39
Super built-up  Area,Ready To Move,3 BHK,PuziaVe,1600,3,3,Tilak Road,100
Super built-up  Area,Ready To Move,2 BHK,Bhmesy ,1056,2,2,Uruli Devachi,70
Plot  Area,Ready To Move,10 Bedroom,,1200,11,,Vadgaon Budruk,105
Plot  Area,Ready To Move,4 Bedroom,StodsWa,4500,4,,Wadgaon Sheri,330
Super built-up  Area,Ready To Move,2 BHK,Gasom B,1204,2,2,Viman Nagar,58
Super built-up  Area,Ready To Move,3 BHK,Dhndsh ,1410,2,1,Vishrant Wadi,54
Built-up  Area,Ready To Move,2 BHK,Elley B,1460,2,1,Wagholi,80.3
Super built-up  Area,Ready To Move,2 BHK,,1100,2,1,Wakadewadi,41.18
Super built-up  Area,Ready To Move,2 BHK,AbarkVa,1310,2,1,Wanowrie,88
Super built-up  Area,Ready To Move,3 BHK,Putus L,1600,3,2,Warje,90
Super built-up  Area,Ready To Move,2 BHK,,1250,2,2,Yerawada,55
Super built-up  Area,Ready To Move,3 BHK,SJityaz,1665,3,2,Alandi Road,74.93
Super built-up  Area,Ready To Move,3 BHK,Aklia R,1345,2,1,Ambegaon Budruk,57
Built-up  Area,Ready To Move,5 Bedroom,,2000,5,2,Anandnagar,240
Super built-up  Area,Ready To Move,2 BHK,SRensar,1416,2,2,Aundh,67
Super built-up  Area,Ready To Move,2 BHK,NRosete,1145,2,2,Aundh Road,46
Built-up  Area,Ready To Move,10 Bedroom,,7200,10,3,Balaji Nagar,200
Built-up  Area,Ready To Move,3 BHK,DLhtsen,1231,3,2,Baner,58
Super built-up  Area,Ready To Move,3 BHK,Neite T,1664,3,0,Baner road,73.95
Built-up  Area,Ready To Move,3 Bedroom,,2000,3,1,Bhandarkar Road,76
Built-up  Area,Ready To Move,2 BHK,Ahntyve,972,2,2,Bhavani Peth,43
Built-up  Area,Ready To Move,4 BHK,,4500,4,3,Bibvewadi,345
Super built-up  Area,Ready To Move,2 BHK,,1185,2,1,Bopodi,47.39
Built-up  Area,Ready To Move,3 BHK,,1750,3,2,Budhwar Peth,81
Built-up  Area,Ready To Move,3 BHK,Prurten,3155,4,,Bund Garden Road,316
Super built-up  Area,18-Dec,2 BHK,Soresea,1007,2,1,Camp,68
Super built-up  Area,Ready To Move,3 BHK,,1700,3,2,Chandan Nagar,200
Super built-up  Area,Ready To Move,2 BHK,Veales ,1250,2,2,Dapodi,85
Super built-up  Area,Ready To Move,2 BHK,,1200,2,1,Deccan Gymkhana,54
Super built-up  Area,18-Aug,2 BHK,S2ionrn,994,2,1,Dehu Road,42.28
Super built-up  Area,18-Apr,2 BHK,,1150,2,2,Dhankawadi,40
Super built-up  Area,Ready To Move,2 BHK,MenueNo,1220,2,2,Dhayari Phata,46
Super built-up  Area,Ready To Move,2 BHK,PlhtsHe,1441,2,1,Dhole Patil Road,115
Super built-up  Area,19-Mar,2 BHK,Saesttt,1157,2,2,Erandwane,47.32
Super built-up  Area,Ready To Move,6 BHK,,1300,6,3,Fatima Nagar,150
Super built-up  Area,Ready To Move,2 BHK,Prtanha,1400,2,2,Fergusson College Road,105
Built-up  Area,Ready To Move,3 BHK,,1370.07,3,1,Ganesh Peth,65
Plot  Area,Ready To Move,5 Bedroom,,1200,4,1,Ganeshkhind,130
Super built-up  Area,20-Dec,2 BHK,,900,2,1,Ghorpade Peth,40
Super built-up  Area,Ready To Move,1 BHK,,418,1,1,Ghorpadi,17
Plot  Area,Ready To Move,3 Bedroom,,1200,3,1,Gokhale Nagar,80
Built-up  Area,Ready To Move,2 BHK,,1200,2,3,Gultekdi,43
Super built-up  Area,Ready To Move,2 BHK,,1062,2,1,Guruwar peth,42.48
Super built-up  Area,Ready To Move,2 BHK,,1120,2,1,Hadapsar,51
Super built-up  Area,Ready To Move,2 BHK,,1012,2,1,Hadapsar Industrial Estate,44
Plot  Area,Ready To Move,3 Bedroom,,1500,2,1,Hingne Khurd,200
Built-up  Area,Ready To Move,4 Bedroom,,950,4,,Jangali Maharaj Road,180
Super built-up  Area,Ready To Move,2 BHK,Jahipa ,675,2,2,Kalyani Nagar,13.5
Super built-up  Area,Ready To Move,2 BHK,Atarebe,1430,2,2,Karve Nagar,78
Super built-up  Area,Ready To Move,3 BHK,,1195,2,1,Karve Road,56
Super built-up  Area,Ready To Move,3 BHK,Brica E,2640,5,1,Kasba Peth,150
Super built-up  Area,Ready To Move,3 BHK,Prityel,1075,2,1,Katraj,42
Super built-up  Area,18-Sep,3 BHK,Shxorm ,1550 - 1590,3,0,Khadaki,75.99
Plot  Area,Ready To Move,6 Bedroom,,782,4,2,Khadki,85
Built-up  Area,18-Feb,2 BHK,Skacak ,1011,2,1,Kharadi,59
Super built-up  Area,Ready To Move,3 BHK,BriumMi,1450,2,1,Kondhwa,102
Super built-up  Area,Ready To Move,2 BHK,Ahriaup,1129,2,1,Kondhwa Budruk,69
Super built-up  Area,Ready To Move,2 BHK,Soe 2as,1126,2,1,Kondhwa Khurd,36
Plot  Area,18-Dec,3 Bedroom,AkArkti,1200,3,,Koregaon Park,110
Super built-up  Area,Ready To Move,3 BHK,MJinele,1180,2,2,Kothrud,45
Plot  Area,Ready To Move,3 Bedroom,,600,4,2,Law College Road,125
Plot  Area,18-Apr,4 Bedroom,,940,4,2,Laxmi Road,45
Super built-up  Area,Ready To Move,3 BHK,Samittv,1933,3,2,Lulla Nagar,140
Built-up  Area,Ready To Move,2 BHK,,1082,2,2,Mahatma Gandhi Road,64
Plot  Area,Ready To Move,8 Bedroom,,2400,8,1,Mangalwar peth,250
Super built-up  Area,19-Dec,1 BHK,UKicte ,610,1,0,Manik Bagh,28
Plot  Area,Ready To Move,4 Bedroom,,1560,4,1,Market yard,160
Super built-up  Area,Ready To Move,3 BHK,Prone M,1300,3,3,Model colony,77.99
Built-up  Area,Ready To Move,4 Bedroom,,3850,6,0,Mukund Nagar,205
Built-up  Area,Ready To Move,2 BHK,,1125,2,1,Mundhawa,46
Plot  Area,Ready To Move,6 Bedroom,,2400,7,2,Nagar Road,107
Super built-up  Area,Ready To Move,2 BHK,,777.4,2,0,Nana Peth,25
Super built-up  Area,Ready To Move,4 BHK,,2500,3,1,Narayan Peth,65
Super built-up  Area,Ready To Move,3 BHK,Roa 2ha,1798,3,,Narayangaon,150
Built-up  Area,Ready To Move,3 BHK,AlEcone,1864,3,2,Navi Peth,120
Super built-up  Area,Ready To Move,2 BHK,,1115,2,1,Padmavati,51.91
Super built-up  Area,Ready To Move,1 BHK,,400,1,1,Parvati Darshan,25
Super built-up  Area,Ready To Move,2 BHK,,1200,2,1,Pashan,70
Super built-up  Area,18-May,2 BHK,,992,2,2,Paud Road,24.8
Built-up  Area,Ready To Move,2 BHK,,950,2,3,Pirangut,57
Plot  Area,Ready To Move,4 Bedroom,,1500,4,3,Prabhat Road,185
Super built-up  Area,Ready To Move,2 BHK,Krine O,1200,2,1,Pune Railway Station,62
Built-up  Area,Ready To Move,3 BHK,Srg Bnc,1735,3,2,Rasta Peth,70
Built-up  Area,Ready To Move,3 BHK,SNe 2ev,1750,3,3,Raviwar Peth,172
Super built-up  Area,Ready To Move,2 BHK,Ammesss,1009,2,2,Sadashiv Peth,56
Super built-up  Area,Ready To Move,3 BHK,BrardCo,1470,2,3,Sahakar Nagar,102
Super built-up  Area,Ready To Move,3 BHK,,1527,3,2,Salunke Vihar,115
Built-up  Area,Ready To Move,2 BHK,Juoryma,985,2,1,Sasson Road,45
Built-up  Area,Ready To Move,4 Bedroom,,3300,4,2,Satara Road,135
Super built-up  Area,18-Jun,2 BHK,Asarqz ,1277,2,1,Senapati Bapat Road,77
Super built-up  Area,18-May,2 BHK,CMoneoo,1100,2,1,Shaniwar Peth,62
Super built-up  Area,Ready To Move,3 BHK,Brony H,1820,3,2,Shivaji Nagar,140
Super built-up  Area,Ready To Move,4 BHK,,1530,3,3,Shukrawar Peth,87
Super built-up  Area,Ready To Move,3 BHK,PrdgeSo,1886,3,2,Sinhagad Road,205
Plot  Area,Ready To Move,3 Bedroom,,1200,2,0,Somwar Peth,190
Super built-up  Area,Ready To Move,3 BHK,BrdgeNo,1880,4,2,Swargate,110
Super built-up  Area,Ready To Move,2 BHK,Shateor,1255,2,2,Tilak Road,52.35
Super built-up  Area,21-Dec,2 BHK,PrarePa,700,2,1,Uruli Devachi,36
Super built-up  Area,Ready To Move,2 BHK,,1140,2,2,Vadgaon Budruk,46
Built-up  Area,18-Aug,2 BHK,Sryalan,1025,2,1,Wadgaon Sheri,29.6
Built-up  Area,Ready To Move,4 Bedroom,ArsiaEx,3453,4,2,Viman Nagar,247
Super built-up  Area,Ready To Move,3 BHK,,1490,2,2,Vishrant Wadi,59.6
Plot  Area,Ready To Move,4 Bedroom,,1200,4,2,Wagholi,165
Super built-up  Area,Ready To Move,3 BHK,Adeatlm,1850,3,2,Wakadewadi,140
Super built-up  Area,Ready To Move,2 BHK,,1250,2,1,Wanowrie,78
Super built-up  Area,Ready To Move,4 BHK,,2400,3,1,Warje,108
Super built-up  Area,Ready To Move,4 BHK,Soianal,3522,5,3,Yerawada,716
Super built-up  Area,18-Dec,2 BHK,Vaniai ,1244,2,2,Alandi Road,88
Plot  Area,Ready To Move,4 Bedroom,,623,4,1,Ambegaon Budruk,75
Super built-up  Area,18-Dec,2 BHK,DSestSt,1025,2,1,Anandnagar,28.57
Super built-up  Area,Ready To Move,2 BHK,DSlesSp,1034,2,1,Aundh,38
Super built-up  Area,18-Jan,3 BHK,DSestSt,1191,2,2,Aundh Road,33.34
Super built-up  Area,Ready To Move,3 BHK,Maowsve,1719,3,2,Balaji Nagar,71
Super built-up  Area,Ready To Move,2 BHK,,1035,2,1,Baner,39.33
Plot  Area,Ready To Move,4 Bedroom,,1500,3,2,Baner road,230
Super built-up  Area,18-Dec,3 BHK,SJerse ,1470,2,2,Bhandarkar Road,84.22
Super built-up  Area,Ready To Move,2 BHK,,1140,2,1,Bhavani Peth,50.66
Super built-up  Area,Ready To Move,3 BHK,SosicCl,1752.12,3,2,Bibvewadi,125
Plot  Area,Ready To Move,6 Bedroom,,600,6,2,Bopodi,80
Plot  Area,Ready To Move,4 Bedroom,,600,3,1,Budhwar Peth,84
Super built-up  Area,Ready To Move,3 BHK,Brica E,2990,3,2,Bund Garden Road,170
Super built-up  Area,Ready To Move,3 BHK,SNity S,1660,3,2,Camp,85
Super built-up  Area,Ready To Move,3 BHK,Pao 3ow,1275,3,3,Chandan Nagar,63.43
Super built-up  Area,18-Jun,3 BHK,,1365,3,1,Dapodi,52.81
Plot  Area,Ready To Move,3 Bedroom,,1200,2,0,Deccan Gymkhana,90
Super built-up  Area,Ready To Move,3 BHK,,2546,3,,Dehu Road,170
Super built-up  Area,20-Oct,3 BHK,Brens7 ,1392,3,1,Dhankawadi,69.46
Super built-up  Area,18-Mar,2 BHK,Asarqz ,1245,2,1,Dhayari Phata,59.76
Built-up  Area,Ready To Move,5 Bedroom,,1200,3,1,Dhole Patil Road,65
Super built-up  Area,Ready To Move,2 BHK,IBityin,1162,2,2,Erandwane,64.08
Super built-up  Area,Ready To Move,3 BHK,EAvarum,1476,2,1,Fatima Nagar,73
Built-up  Area,Ready To Move,1 BHK,,700,1,1,Fergusson College Road,21.5
Built-up  Area,Ready To Move,6 Bedroom,,3600,6,1,Ganesh Peth,170
Built-up  Area,Ready To Move,2 BHK,DLhtsen,943,2,2,Ganeshkhind,48
Plot  Area,Ready To Move,2 Bedroom,,1150,2,1,Ghorpade Peth,170
Super built-up  Area,Ready To Move,2 BHK,VHinoel,1113,2,1,Ghorpadi,44.5
Super built-up  Area,20-Dec,3 BHK,Myple M,1615,3,2,Gokhale Nagar,69.43
Super built-up  Area,Ready To Move,2 BHK,ETens G,1279,2,3,Gultekdi,100
Super built-up  Area,Ready To Move,2 BHK,,1256,2,1,Guruwar peth,60
Built-up  Area,Ready To Move,3 BHK,,1805,3,2,Hadapsar,280
Built-up  Area,Ready To Move,3 BHK,Suiseit,1350,3,1,Hadapsar Industrial Estate,65
Super built-up  Area,18-May,3 BHK,,1525,3,2,Hingne Khurd,68.63
Super built-up  Area,18-Aug,2 BHK,ProdsWe,1357,2,1,Jangali Maharaj Road,123
Super built-up  Area,19-Mar,3 BHK,Raard B,1645,3,2,Kalyani Nagar,117
Super built-up  Area,Ready To Move,3 BHK,SoystAm,1777.26,3,2,Karve Nagar,92
Super built-up  Area,Ready To Move,2 BHK,Prityel,845,2,2,Karve Road,32
Built-up  Area,Ready To Move,2 BHK,,900,2,0,Kasba Peth,25
Super built-up  Area,18-Sep,2 BHK,Soamsay,1210,2,1,Katraj,64.15
Super built-up  Area,19-Aug,2 BHK,,829,2,1,Khadaki,22.8
Super built-up  Area,Ready To Move,3 BHK,Adeatlm,1879,3,2,Khadki,155
Super built-up  Area,17-Jun,3 BHK,Collsrn,1250,2,2,Kharadi,50
Built-up  Area,Ready To Move,4 Bedroom,,1200,2,2,Kondhwa,35
Super built-up  Area,19-Mar,3 BHK,Unezes ,1108,2,1,Kondhwa Budruk,60
Super built-up  Area,18-Aug,3 BHK,,1401,3,2,Kondhwa Khurd,69
Super built-up  Area,19-Oct,3 BHK,AsastDe,1157,2,1,Koregaon Park,75
Built-up  Area,Ready To Move,2 BHK,SaaceSa,1185,2,1,Kothrud,42.66
Super built-up  Area,Ready To Move,3 BHK,Soweray,1751,3,2,Law College Road,115
Plot  Area,Ready To Move,5 Bedroom,,1550,3,1,Laxmi Road,250
Super built-up  Area,Ready To Move,3 BHK,SNity S,1880,3,2,Lulla Nagar,96.5
Super built-up  Area,20-Dec,3 BHK,Somns T,1235 - 1410,3,0,Mahatma Gandhi Road,40.985
Super built-up  Area,Ready To Move,2 BHK,,1175,2,2,Mangalwar peth,38
Built-up  Area,Ready To Move,2 BHK,Prensin,1407,2,1,Manik Bagh,98.49
Super built-up  Area,Ready To Move,2 BHK,Shentnd,1000,2,2,Market yard,50
Super built-up  Area,Ready To Move,3 BHK,Briumri,1518,3,3,Model colony,75
Plot  Area,Ready To Move,4 Bedroom,,3600,4,2,Mukund Nagar,300
Super built-up  Area,18-May,2 BHK,Sahtsva,1027,2,1,Mundhawa,67
Super built-up  Area,Ready To Move,4 BHK,Soeurri,3730,6,2,Nagar Road,430
Built-up  Area,Ready To Move,2 BHK,NRosete,1145,2,2,Nana Peth,46
Super built-up  Area,18-Aug,2 BHK,ProdsWe,1260,2,2,Narayan Peth,113
Super built-up  Area,Ready To Move,3 BHK,Dhalsh ,1500,2,3,Narayangaon,47.25
Super built-up  Area,Ready To Move,3 BHK,DSingSt,1737,2,1,Navi Peth,57.32
Super built-up  Area,18-Dec,4 BHK,Exitym ,3484 - 3550,,,Padmavati,161.5
Plot  Area,Ready To Move,3 Bedroom,,1600,4,1,Parvati Darshan,120
Built-up  Area,Ready To Move,3 BHK,Sonosty,1500,3,2,Pashan,135
Plot  Area,Ready To Move,2 Bedroom,,1120,2,0,Paud Road,60
Plot  Area,Ready To Move,3 Bedroom,,1200,4,1,Pirangut,240
Super built-up  Area,18-Dec,2 BHK,Inaxyga,1030,2,1,Prabhat Road,46.5
Built-up  Area,Ready To Move,6 Bedroom,,2500,6,1,Pune Railway Station,88
Super built-up  Area,Ready To Move,2 BHK,Sulya A,1057,2,1,Rasta Peth,35
Super built-up  Area,18-Dec,4 BHK,Jaades ,2774,4,3,Raviwar Peth,208
Super built-up  Area,Ready To Move,2 BHK,SLaceda,1460,2,2,Sadashiv Peth,38.5
Super built-up  Area,Ready To Move,2 BHK,ARureig,1075,2,1,Sahakar Nagar,53.7
Super built-up  Area,Ready To Move,3 BHK,,1080,2,1,Salunke Vihar,60
Super built-up  Area,19-Dec,4 BHK,Priesla,3626,5,3,Sasson Road,788
Super built-up  Area,Ready To Move,6 BHK,,5100,7,,Satara Road,225
Super built-up  Area,Ready To Move,2 BHK,SLowse ,1139.7,2,1,Senapati Bapat Road,45
Super built-up  Area,18-Jun,2 BHK,ARipsul,1074,2,1,Shaniwar Peth,42.8
Plot  Area,18-Jul,2 Bedroom,,1200,2,1,Shivaji Nagar,46.13
Super built-up  Area,Ready To Move,4 BHK,Puallhi,2425,5,1,Shukrawar Peth,175
Super built-up  Area,Ready To Move,2 BHK,Maantr ,1323,2,2,Sinhagad Road,74
Super built-up  Area,18-Aug,2 BHK,Puachal,1232,2,1,Somwar Peth,69.61
Super built-up  Area,Ready To Move,2 BHK,Prmesi ,900,2,1,Swargate,40
Super built-up  Area,Ready To Move,1 BHK,Soe 2as,740,1,1,Tilak Road,23.65
Super built-up  Area,18-Dec,3 BHK,Mahosya,1920,3,2,Uruli Devachi,134
Plot  Area,Ready To Move,1 Bedroom,,38Guntha,1,0,Vadgaon Budruk,170
Super built-up  Area,Ready To Move,3 BHK,SNity S,1550,3,2,Wadgaon Sheri,96
Super built-up  Area,Ready To Move,3 BHK,MyhtsHe,1588,2,3,Viman Nagar,90
Built-up  Area,Ready To Move,3 Bedroom,,2300,4,1,Vishrant Wadi,240
Built-up  Area,Ready To Move,9 Bedroom,,3600,8,2,Wagholi,165
Built-up  Area,Ready To Move,2 BHK,,1308,2,1,Wakadewadi,86
Super built-up  Area,Ready To Move,3 BHK,MDncyhi,1340,2,2,Wanowrie,54.27
Plot  Area,Ready To Move,10 Bedroom,,3280,9,3,Warje,450
Built-up  Area,Ready To Move,4 BHK,,2170,3,2,Yerawada,265
Super built-up  Area,Ready To Move,3 BHK,Soitya ,1719,3,2,Alandi Road,135
Super built-up  Area,Ready To Move,2 BHK,Maows M,1107.83,2,1,Ambegaon Budruk,41.51
Plot  Area,18-Jul,2 Bedroom,,1200,2,1,Anandnagar,45.84
Built-up  Area,18-Dec,1 BHK,,1090,2,1,Aundh,31.48
Plot  Area,Ready To Move,5 Bedroom,,1500,5,2,Aundh Road,210
Super built-up  Area,18-Dec,3 BHK,BrdgeNo,1660,3,2,Balaji Nagar,104
Super built-up  Area,Ready To Move,2 BHK,K dotna,1247,2,1,Baner,58.56
Super built-up  Area,18-May,3 BHK,Bhmesy ,1595,3,2,Baner road,96
Super built-up  Area,Ready To Move,2 BHK,JaaldEm,1175,2,2,Bhandarkar Road,50
Plot  Area,Ready To Move,8 Bedroom,,1200,8,,Bhavani Peth,135
Super built-up  Area,Ready To Move,2 BHK,VSletes,1184,2,1,Bibvewadi,78
Super built-up  Area,Ready To Move,2 BHK,Srhan P,1100,2,2,Bopodi,55
Plot  Area,18-Apr,2 Bedroom,,935,2,0,Budhwar Peth,78
Built-up  Area,Ready To Move,2 BHK,Niareum,1200,2,2,Bund Garden Road,60
Plot  Area,Ready To Move,5 Bedroom,,2400,5,1,Camp,408
Super built-up  Area,Ready To Move,2 BHK,,1000,2,1,Chandan Nagar,45
Built-up  Area,Ready To Move,2 BHK,KBnnupu,1000,2,0,Dapodi,52
Super built-up  Area,Ready To Move,3 BHK,Prensya,1705,3,2,Deccan Gymkhana,85
Built-up  Area,Ready To Move,3 BHK,Mairer ,1060,2,2,Dehu Road,58.3
Plot  Area,Ready To Move,4 Bedroom,Theanmp,2325,4,1,Dhankawadi,120
Super built-up  Area,17-Mar,3 BHK,DiiteR ,1347,2,2,Dhayari Phata,55
Plot  Area,Ready To Move,8 Bedroom,,1200,8,3,Dhole Patil Road,250
Super built-up  Area,17-Dec,2 BHK,Unris E,1402,2,2,Erandwane,95
Super built-up  Area,18-Oct,3 BHK,Prtates,2280,4,2,Fatima Nagar,125
Super built-up  Area,Ready To Move,2 BHK,,1225,2,2,Fergusson College Road,71.05
Super built-up  Area,Ready To Move,2 BHK,Maodser,1080,2,1,Ganesh Peth,53
Built-up  Area,18-Apr,7 Bedroom,,4000,7,,Ganeshkhind,90
Super built-up  Area,Ready To Move,3 BHK,,1919,3,0,Ghorpade Peth,300
Built-up  Area,Ready To Move,2 BHK,Dhalsh ,1100,2,2,Ghorpadi,42.6
Super built-up  Area,Ready To Move,4 BHK,DSndsod,2500,4,3,Gokhale Nagar,225
Super built-up  Area,22-Jan,2 BHK,PrarePa,1200,2,2,Gultekdi,78
Super built-up  Area,Ready To Move,3 BHK,Dhalsh ,1565,2,2,Guruwar peth,57.91
Plot  Area,18-Apr,2 Bedroom,,1200,3,0,Hadapsar,78
Super built-up  Area,Ready To Move,3 BHK,,1581,3,3,Hadapsar Industrial Estate,76
Super built-up  Area,18-Dec,4 BHK,Prtates,2882,5,1,Hingne Khurd,200
Plot  Area,Ready To Move,5 Bedroom,,1440,5,2,Jangali Maharaj Road,97
Super built-up  Area,Ready To Move,3 BHK,RahtsHe,2180,3,3,Kalyani Nagar,273
Built-up  Area,Ready To Move,4 Bedroom,,7000,8,,Karve Nagar,450
